family,split_id,stage,expert,representation,model,best_params,crossfit_repeat,crossfit_fold,method,kind,selected_params,meta_cv_rmse
target_matched,target_matched_04,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",1.0,1.0,,,,
target_matched,target_matched_04,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",1.0,1.0,,,,
target_matched,target_matched_04,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,2.0,,,,
target_matched,target_matched_04,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,2.0,,,,
target_matched,target_matched_04,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",1.0,2.0,,,,
target_matched,target_matched_04,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3}",1.0,2.0,,,,
target_matched,target_matched_04,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,3.0,,,,
target_matched,target_matched_04,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,3.0,,,,
target_matched,target_matched_04,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",1.0,3.0,,,,
target_matched,target_matched_04,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",1.0,3.0,,,,
target_matched,target_matched_04,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,4.0,,,,
target_matched,target_matched_04,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,4.0,,,,
target_matched,target_matched_04,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.06}",1.0,4.0,,,,
target_matched,target_matched_04,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3}",1.0,4.0,,,,
target_matched,target_matched_04,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,5.0,,,,
target_matched,target_matched_04,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,5.0,,,,
target_matched,target_matched_04,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",1.0,5.0,,,,
target_matched,target_matched_04,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",1.0,5.0,,,,
target_matched,target_matched_04,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",,,,,,
target_matched,target_matched_04,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",,,,,,
target_matched,target_matched_04,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",,,,,,
target_matched,target_matched_04,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",,,,,,
target_matched,target_matched_04,meta_model,,,,,,,ConvexStack,convex,"{""l2"": 0.0}",0.5296323111116922
target_matched,target_matched_04,meta_model,,,,,,,RidgeStack,ridge,"{""alpha"": 10.0}",0.5392909662734569
target_matched,target_matched_04,meta_model,,,,,,,ElasticNetStack,elastic_net,"{""alpha"": 0.1, ""l1_ratio"": 0.5}",0.5393879138600051
target_matched,target_matched_04,meta_model,,,,,,,HuberStack,huber,"{""alpha"": 0.0001, ""epsilon"": 1.2}",0.5335300743956279
target_matched,target_matched_04,meta_model,,,,,,,ExtraTreesStack,extra_trees,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 6}",0.5148399219556581
target_matched,target_matched_04,meta_model,,,,,,,HistGBStack,hist_gradient_boosting,"{""l2_regularization"": 5.0, ""learning_rate"": 0.03, ""max_leaf_nodes"": 7}",0.5560011184626763
target_matched,target_matched_04,meta_model,,,,,,,MoE_Support,mixture_of_experts,"{""l2"": 0.1}",0.5368951022181485
target_matched,target_matched_05,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,1.0,,,,
target_matched,target_matched_05,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,1.0,,,,
target_matched,target_matched_05,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",0.0,1.0,,,,
target_matched,target_matched_05,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",0.0,1.0,,,,
target_matched,target_matched_05,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,2.0,,,,
target_matched,target_matched_05,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,2.0,,,,
target_matched,target_matched_05,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",0.0,2.0,,,,
target_matched,target_matched_05,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",0.0,2.0,,,,
target_matched,target_matched_05,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 4}",0.0,3.0,,,,
target_matched,target_matched_05,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,3.0,,,,
target_matched,target_matched_05,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",0.0,3.0,,,,
target_matched,target_matched_05,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",0.0,3.0,,,,
target_matched,target_matched_05,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 4}",0.0,4.0,,,,
target_matched,target_matched_05,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,4.0,,,,
target_matched,target_matched_05,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",0.0,4.0,,,,
target_matched,target_matched_05,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3}",0.0,4.0,,,,
target_matched,target_matched_05,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,5.0,,,,
target_matched,target_matched_05,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,5.0,,,,
target_matched,target_matched_05,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",0.0,5.0,,,,
target_matched,target_matched_05,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",0.0,5.0,,,,
target_matched,target_matched_05,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,1.0,,,,
target_matched,target_matched_05,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,1.0,,,,
target_matched,target_matched_05,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",1.0,1.0,,,,
target_matched,target_matched_05,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",1.0,1.0,,,,
target_matched,target_matched_05,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 4}",1.0,2.0,,,,
target_matched,target_matched_05,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,2.0,,,,
target_matched,target_matched_05,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",1.0,2.0,,,,
target_matched,target_matched_05,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",1.0,2.0,,,,
target_matched,target_matched_05,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,3.0,,,,
target_matched,target_matched_05,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,3.0,,,,
target_matched,target_matched_05,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",1.0,3.0,,,,
target_matched,target_matched_05,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",1.0,3.0,,,,
target_matched,target_matched_05,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 4}",1.0,4.0,,,,
target_matched,target_matched_05,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,4.0,,,,
target_matched,target_matched_05,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",1.0,4.0,,,,
target_matched,target_matched_05,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",1.0,4.0,,,,
target_matched,target_matched_05,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,5.0,,,,
target_matched,target_matched_05,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,5.0,,,,
target_matched,target_matched_05,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",1.0,5.0,,,,
target_matched,target_matched_05,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",1.0,5.0,,,,
target_matched,target_matched_05,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 4}",,,,,,
target_matched,target_matched_05,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",,,,,,
target_matched,target_matched_05,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",,,,,,
target_matched,target_matched_05,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",,,,,,
target_matched,target_matched_05,meta_model,,,,,,,ConvexStack,convex,"{""l2"": 0.0}",0.4839288040755278
target_matched,target_matched_05,meta_model,,,,,,,RidgeStack,ridge,"{""alpha"": 1.0}",0.4905559894285464
target_matched,target_matched_05,meta_model,,,,,,,ElasticNetStack,elastic_net,"{""alpha"": 0.01, ""l1_ratio"": 0.1}",0.49051974164700846
target_matched,target_matched_05,meta_model,,,,,,,HuberStack,huber,"{""alpha"": 0.0001, ""epsilon"": 1.35}",0.49382867591147495
target_matched,target_matched_05,meta_model,,,,,,,ExtraTreesStack,extra_trees,"{""max_depth"": 4, ""max_features"": 1.0, ""min_samples_leaf"": 10}",0.470692646428177
target_matched,target_matched_05,meta_model,,,,,,,HistGBStack,hist_gradient_boosting,"{""l2_regularization"": 5.0, ""learning_rate"": 0.03, ""max_leaf_nodes"": 7}",0.4706480765792868
target_matched,target_matched_05,meta_model,,,,,,,MoE_Support,mixture_of_experts,"{""l2"": 0.1}",0.48867031442894315
target_matched,target_matched_06,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 12}",0.0,1.0,,,,
target_matched,target_matched_06,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,1.0,,,,
target_matched,target_matched_06,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",0.0,1.0,,,,
target_matched,target_matched_06,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",0.0,1.0,,,,
target_matched,target_matched_06,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,2.0,,,,
target_matched,target_matched_06,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,2.0,,,,
target_matched,target_matched_06,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",0.0,2.0,,,,
target_matched,target_matched_06,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3}",0.0,2.0,,,,
target_matched,target_matched_06,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 8}",0.0,3.0,,,,
target_matched,target_matched_06,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,3.0,,,,
target_matched,target_matched_06,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",0.0,3.0,,,,
target_matched,target_matched_06,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",0.0,3.0,,,,
target_matched,target_matched_06,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,4.0,,,,
target_matched,target_matched_06,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,4.0,,,,
target_matched,target_matched_06,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.06}",0.0,4.0,,,,
target_matched,target_matched_06,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",0.0,4.0,,,,
target_matched,target_matched_06,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,5.0,,,,
target_matched,target_matched_06,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,5.0,,,,
target_matched,target_matched_06,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",0.0,5.0,,,,
target_matched,target_matched_06,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",0.0,5.0,,,,
target_matched,target_matched_06,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,1.0,,,,
target_matched,target_matched_06,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,1.0,,,,
target_matched,target_matched_06,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",1.0,1.0,,,,
target_matched,target_matched_06,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5}",1.0,1.0,,,,
target_matched,target_matched_06,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 4}",1.0,2.0,,,,
target_matched,target_matched_06,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,2.0,,,,
target_matched,target_matched_06,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",1.0,2.0,,,,
target_matched,target_matched_06,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3}",1.0,2.0,,,,
target_matched,target_matched_06,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,3.0,,,,
target_matched,target_matched_06,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,3.0,,,,
target_matched,target_matched_06,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",1.0,3.0,,,,
target_matched,target_matched_06,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",1.0,3.0,,,,
target_matched,target_matched_06,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,4.0,,,,
target_matched,target_matched_06,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,4.0,,,,
target_matched,target_matched_06,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",1.0,4.0,,,,
target_matched,target_matched_06,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",1.0,4.0,,,,
target_matched,target_matched_06,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 4}",1.0,5.0,,,,
target_matched,target_matched_06,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,5.0,,,,
target_matched,target_matched_06,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",1.0,5.0,,,,
target_matched,target_matched_06,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",1.0,5.0,,,,
target_matched,target_matched_06,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",,,,,,
target_matched,target_matched_06,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",,,,,,
target_matched,target_matched_06,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",,,,,,
target_matched,target_matched_06,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",,,,,,
target_matched,target_matched_06,meta_model,,,,,,,ConvexStack,convex,"{""l2"": 0.0}",0.4909401765861444
target_matched,target_matched_06,meta_model,,,,,,,RidgeStack,ridge,"{""alpha"": 1.0}",0.509928313990643
target_matched,target_matched_06,meta_model,,,,,,,ElasticNetStack,elastic_net,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",0.5083572450095926
target_matched,target_matched_06,meta_model,,,,,,,HuberStack,huber,"{""alpha"": 0.0001, ""epsilon"": 1.35}",0.50734738796201
target_matched,target_matched_06,meta_model,,,,,,,ExtraTreesStack,extra_trees,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 6}",0.5052356891600038
target_matched,target_matched_06,meta_model,,,,,,,HistGBStack,hist_gradient_boosting,"{""l2_regularization"": 5.0, ""learning_rate"": 0.03, ""max_leaf_nodes"": 7}",0.5642086212397656
target_matched,target_matched_06,meta_model,,,,,,,MoE_Support,mixture_of_experts,"{""l2"": 1.0}",0.5091771384446165
target_matched,target_matched_07,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,1.0,,,,
target_matched,target_matched_07,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,1.0,,,,
target_matched,target_matched_07,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",0.0,1.0,,,,
target_matched,target_matched_07,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",0.0,1.0,,,,
target_matched,target_matched_07,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,2.0,,,,
target_matched,target_matched_07,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,2.0,,,,
target_matched,target_matched_07,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.06}",0.0,2.0,,,,
target_matched,target_matched_07,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",0.0,2.0,,,,
target_matched,target_matched_07,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,3.0,,,,
target_matched,target_matched_07,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,3.0,,,,
target_matched,target_matched_07,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",0.0,3.0,,,,
