feature,family,source,mode,description,dtype,numeric,missing_fraction_all,n_unique_non_null
sat_basic_hist_monthly__sentinel_2__enddi_promedio__m06,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,192
sat_basic_hist_monthly__sentinel_2__enddi_promedio__m07,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,186
sat_basic_hist_monthly__sentinel_2__enddi_promedio__m08,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,190
sat_basic_hist_monthly__sentinel_2__enddi_promedio__m09,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,187
sat_basic_hist_monthly__sentinel_2__enddi_promedio__m10,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,191
sat_basic_hist_monthly__sentinel_2__endwi_promedio__m04,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,196
sat_basic_hist_monthly__sentinel_2__endwi_promedio__m05,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,197
sat_basic_hist_monthly__sentinel_2__endwi_promedio__m06,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,196
sat_basic_hist_monthly__sentinel_2__endwi_promedio__m07,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,197
sat_basic_hist_monthly__sentinel_2__endwi_promedio__m08,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,195
sat_basic_hist_monthly__sentinel_2__endwi_promedio__m09,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,195
sat_basic_hist_monthly__sentinel_2__endwi_promedio__m10,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,195
sat_basic_hist_monthly__sentinel_2__evi_promedio__m04,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,192
sat_basic_hist_monthly__sentinel_2__evi_promedio__m05,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,191
sat_basic_hist_monthly__sentinel_2__evi_promedio__m06,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,194
sat_basic_hist_monthly__sentinel_2__evi_promedio__m07,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,197
sat_basic_hist_monthly__sentinel_2__evi_promedio__m08,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,196
sat_basic_hist_monthly__sentinel_2__evi_promedio__m09,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,194
sat_basic_hist_monthly__sentinel_2__evi_promedio__m10,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,194
sat_basic_hist_monthly__sentinel_2__fapar_promedio__m04,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,193
sat_basic_hist_monthly__sentinel_2__fapar_promedio__m05,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,191
sat_basic_hist_monthly__sentinel_2__fapar_promedio__m06,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,193
sat_basic_hist_monthly__sentinel_2__fapar_promedio__m07,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,196
sat_basic_hist_monthly__sentinel_2__fapar_promedio__m08,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,197
sat_basic_hist_monthly__sentinel_2__fapar_promedio__m09,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,196
sat_basic_hist_monthly__sentinel_2__fapar_promedio__m10,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,197
sat_basic_hist_monthly__sentinel_2__lai_promedio__m04,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,189
sat_basic_hist_monthly__sentinel_2__lai_promedio__m05,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,194
sat_basic_hist_monthly__sentinel_2__lai_promedio__m06,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,192
sat_basic_hist_monthly__sentinel_2__lai_promedio__m07,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,197
sat_basic_hist_monthly__sentinel_2__lai_promedio__m08,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,197
sat_basic_hist_monthly__sentinel_2__lai_promedio__m09,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,195
sat_basic_hist_monthly__sentinel_2__lai_promedio__m10,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,196
sat_basic_hist_monthly__sentinel_2__mcrc_promedio__m04,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,194
sat_basic_hist_monthly__sentinel_2__mcrc_promedio__m05,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,196
sat_basic_hist_monthly__sentinel_2__mcrc_promedio__m06,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,195
sat_basic_hist_monthly__sentinel_2__mcrc_promedio__m07,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,194
sat_basic_hist_monthly__sentinel_2__mcrc_promedio__m08,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,195
sat_basic_hist_monthly__sentinel_2__mcrc_promedio__m09,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,189
sat_basic_hist_monthly__sentinel_2__mcrc_promedio__m10,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,191
sat_basic_hist_monthly__sentinel_2__mra_promedio__m04,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,71
sat_basic_hist_monthly__sentinel_2__mra_promedio__m05,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,95
sat_basic_hist_monthly__sentinel_2__mra_promedio__m06,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,91
sat_basic_hist_monthly__sentinel_2__mra_promedio__m07,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,146
sat_basic_hist_monthly__sentinel_2__mra_promedio__m08,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,141
sat_basic_hist_monthly__sentinel_2__mra_promedio__m09,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,118
sat_basic_hist_monthly__sentinel_2__mra_promedio__m10,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,109
sat_basic_hist_monthly__sentinel_2__msi_promedio__m04,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,196
sat_basic_hist_monthly__sentinel_2__msi_promedio__m05,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,196
sat_basic_hist_monthly__sentinel_2__msi_promedio__m06,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,195
sat_basic_hist_monthly__sentinel_2__msi_promedio__m07,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,196
sat_basic_hist_monthly__sentinel_2__msi_promedio__m08,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,197
sat_basic_hist_monthly__sentinel_2__msi_promedio__m09,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,194
sat_basic_hist_monthly__sentinel_2__msi_promedio__m10,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,195
sat_basic_hist_monthly__sentinel_2__nddi_promedio__m04,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,196
sat_basic_hist_monthly__sentinel_2__nddi_promedio__m05,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,195
sat_basic_hist_monthly__sentinel_2__nddi_promedio__m06,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,193
sat_basic_hist_monthly__sentinel_2__nddi_promedio__m07,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,192
sat_basic_hist_monthly__sentinel_2__nddi_promedio__m08,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,183
sat_basic_hist_monthly__sentinel_2__nddi_promedio__m09,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,185
sat_basic_hist_monthly__sentinel_2__nddi_promedio__m10,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,189
sat_basic_hist_monthly__sentinel_2__ndsvi_promedio__m04,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,197
sat_basic_hist_monthly__sentinel_2__ndsvi_promedio__m05,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,195
sat_basic_hist_monthly__sentinel_2__ndsvi_promedio__m06,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,197
sat_basic_hist_monthly__sentinel_2__ndsvi_promedio__m07,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,192
sat_basic_hist_monthly__sentinel_2__ndsvi_promedio__m08,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,195
sat_basic_hist_monthly__sentinel_2__ndsvi_promedio__m09,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,193
sat_basic_hist_monthly__sentinel_2__ndsvi_promedio__m10,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,194
sat_basic_hist_monthly__sentinel_2__ndti_promedio__m04,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,191
sat_basic_hist_monthly__sentinel_2__ndti_promedio__m05,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,192
sat_basic_hist_monthly__sentinel_2__ndti_promedio__m06,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,188
sat_basic_hist_monthly__sentinel_2__ndti_promedio__m07,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,197
sat_basic_hist_monthly__sentinel_2__ndti_promedio__m08,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,190
sat_basic_hist_monthly__sentinel_2__ndti_promedio__m09,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,186
sat_basic_hist_monthly__sentinel_2__ndti_promedio__m10,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,187
sat_basic_hist_monthly__sentinel_2__ndvi_promedio__m04,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,188
sat_basic_hist_monthly__sentinel_2__ndvi_promedio__m05,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,196
sat_basic_hist_monthly__sentinel_2__ndvi_promedio__m06,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,194
sat_basic_hist_monthly__sentinel_2__ndvi_promedio__m07,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,195
sat_basic_hist_monthly__sentinel_2__ndvi_promedio__m08,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,196
sat_basic_hist_monthly__sentinel_2__ndvi_promedio__m09,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,194
sat_basic_hist_monthly__sentinel_2__ndvi_promedio__m10,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,190
sat_basic_hist_monthly__sentinel_2__ndwi_promedio__m04,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,196
sat_basic_hist_monthly__sentinel_2__ndwi_promedio__m05,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,192
sat_basic_hist_monthly__sentinel_2__ndwi_promedio__m06,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,196
sat_basic_hist_monthly__sentinel_2__ndwi_promedio__m07,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,196
sat_basic_hist_monthly__sentinel_2__ndwi_promedio__m08,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,195
sat_basic_hist_monthly__sentinel_2__ndwi_promedio__m09,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,190
sat_basic_hist_monthly__sentinel_2__ndwi_promedio__m10,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,193
sat_basic_hist_monthly__sentinel_2__savi_promedio__m04,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,188
sat_basic_hist_monthly__sentinel_2__savi_promedio__m05,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,189
sat_basic_hist_monthly__sentinel_2__savi_promedio__m06,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,191
sat_basic_hist_monthly__sentinel_2__savi_promedio__m07,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,197
sat_basic_hist_monthly__sentinel_2__savi_promedio__m08,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,193
sat_basic_hist_monthly__sentinel_2__savi_promedio__m09,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,196
sat_basic_hist_monthly__sentinel_2__savi_promedio__m10,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,190
sat_basic_hist_monthly__sentinel_2__srndi_promedio__m04,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,194
sat_basic_hist_monthly__sentinel_2__srndi_promedio__m05,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,194
sat_basic_hist_monthly__sentinel_2__srndi_promedio__m06,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,193
sat_basic_hist_monthly__sentinel_2__srndi_promedio__m07,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,194
sat_basic_hist_monthly__sentinel_2__srndi_promedio__m08,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,195
sat_basic_hist_monthly__sentinel_2__srndi_promedio__m09,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,196
sat_basic_hist_monthly__sentinel_2__srndi_promedio__m10,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,192
sat_basic_hist_monthly__sentinel_2__sti_promedio__m04,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,196
sat_basic_hist_monthly__sentinel_2__sti_promedio__m05,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,194
sat_basic_hist_monthly__sentinel_2__sti_promedio__m06,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,192
sat_basic_hist_monthly__sentinel_2__sti_promedio__m07,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,196
sat_basic_hist_monthly__sentinel_2__sti_promedio__m08,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,196
sat_basic_hist_monthly__sentinel_2__sti_promedio__m09,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,195
sat_basic_hist_monthly__sentinel_2__sti_promedio__m10,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,195
sat_pro_2025__planet__evi_max__max,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,149
sat_pro_2025__planet__evi_max__mean,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__evi_max__min,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,109
sat_pro_2025__planet__evi_max__std,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__evi_min__max,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,143
sat_pro_2025__planet__evi_min__mean,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__evi_min__min,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,131
sat_pro_2025__planet__evi_min__std,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__evi_promedio__max,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,145
sat_pro_2025__planet__evi_promedio__mean,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__evi_promedio__min,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,80
sat_pro_2025__planet__evi_promedio__std,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__evi_std__max,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,102
sat_pro_2025__planet__evi_std__mean,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__evi_std__min,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,28
sat_pro_2025__planet__evi_std__std,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__lai_max__max,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,181
sat_pro_2025__planet__lai_max__mean,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__lai_max__min,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,175
sat_pro_2025__planet__lai_max__std,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__lai_min__max,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,181
sat_pro_2025__planet__lai_min__mean,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__lai_min__min,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,118
sat_pro_2025__planet__lai_min__std,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__lai_promedio__max,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,186
sat_pro_2025__planet__lai_promedio__mean,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__lai_promedio__min,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,142
sat_pro_2025__planet__lai_promedio__std,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__lai_std__max,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,152
sat_pro_2025__planet__lai_std__mean,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__lai_std__min,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,86
sat_pro_2025__planet__lai_std__std,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__msavi_max__max,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,139
sat_pro_2025__planet__msavi_max__mean,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__msavi_max__min,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,119
sat_pro_2025__planet__msavi_max__std,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__msavi_min__max,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,142
sat_pro_2025__planet__msavi_min__mean,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__msavi_min__min,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,126
sat_pro_2025__planet__msavi_min__std,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__msavi_promedio__max,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,148
sat_pro_2025__planet__msavi_promedio__mean,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,196
sat_pro_2025__planet__msavi_promedio__min,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,84
sat_pro_2025__planet__msavi_promedio__std,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__msavi_std__max,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,105
sat_pro_2025__planet__msavi_std__mean,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__msavi_std__min,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,24
sat_pro_2025__planet__msavi_std__std,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__ndvi_max__max,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,102
sat_pro_2025__planet__ndvi_max__mean,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__ndvi_max__min,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,128
sat_pro_2025__planet__ndvi_max__std,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__ndvi_min__max,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,139
sat_pro_2025__planet__ndvi_min__mean,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__ndvi_min__min,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,153
sat_pro_2025__planet__ndvi_min__std,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__ndvi_promedio__max,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,130
sat_pro_2025__planet__ndvi_promedio__mean,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__ndvi_promedio__min,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,96
sat_pro_2025__planet__ndvi_promedio__std,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025__planet__ndvi_std__max,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,94
sat_pro_2025__planet__ndvi_std__mean,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,196
sat_pro_2025__planet__ndvi_std__min,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,35
sat_pro_2025__planet__ndvi_std__std,pro,sat_pro,competition,Full target-season 2025 satellite summary.,float64,True,0.0,197
sat_pro_2025_coverage__planet__cloud_mean,pro,sat_pro,competition,Full target-season 2025 satellite coverage.,float64,True,0.0,197
sat_pro_2025_coverage__planet__cloud_median,pro,sat_pro,competition,Full target-season 2025 satellite coverage.,float64,True,0.0,47
sat_pro_2025_coverage__planet__n_dates,pro,sat_pro,competition,Full target-season 2025 satellite coverage.,int64,True,0.0,14
sat_pro_2025_coverage__planet__n_records,pro,sat_pro,competition,Full target-season 2025 satellite coverage.,int64,True,0.0,14
sat_pro_2025_coverage__planet__valid_fraction_mean,pro,sat_pro,competition,Full target-season 2025 satellite coverage.,float64,True,0.0,115
sat_pro_2025_monthly__planet__evi_promedio__m04,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,194
sat_pro_2025_monthly__planet__evi_promedio__m05,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,189
sat_pro_2025_monthly__planet__evi_promedio__m06,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,185
sat_pro_2025_monthly__planet__evi_promedio__m07,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,195
sat_pro_2025_monthly__planet__evi_promedio__m08,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,197
sat_pro_2025_monthly__planet__evi_promedio__m09,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,193
sat_pro_2025_monthly__planet__evi_promedio__m10,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,197
sat_pro_2025_monthly__planet__lai_promedio__m04,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,196
sat_pro_2025_monthly__planet__lai_promedio__m05,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,196
sat_pro_2025_monthly__planet__lai_promedio__m06,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,197
sat_pro_2025_monthly__planet__lai_promedio__m07,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,197
sat_pro_2025_monthly__planet__lai_promedio__m08,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,197
sat_pro_2025_monthly__planet__lai_promedio__m09,pro,sat_pro,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,197
