feature,family,source,mode,description,dtype,numeric,missing_fraction_all,n_unique_non_null
sat_basic_hist__sentinel_2__ndsvi_std__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndti_max__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,117
sat_basic_hist__sentinel_2__ndti_max__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndti_max__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,100
sat_basic_hist__sentinel_2__ndti_max__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndti_min__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,110
sat_basic_hist__sentinel_2__ndti_min__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,196
sat_basic_hist__sentinel_2__ndti_min__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,124
sat_basic_hist__sentinel_2__ndti_min__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndti_promedio__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,96
sat_basic_hist__sentinel_2__ndti_promedio__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndti_promedio__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,63
sat_basic_hist__sentinel_2__ndti_promedio__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndti_std__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,66
sat_basic_hist__sentinel_2__ndti_std__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndti_std__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,16
sat_basic_hist__sentinel_2__ndti_std__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndvi_max__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,83
sat_basic_hist__sentinel_2__ndvi_max__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndvi_max__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,112
sat_basic_hist__sentinel_2__ndvi_max__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndvi_min__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,148
sat_basic_hist__sentinel_2__ndvi_min__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndvi_min__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,66
sat_basic_hist__sentinel_2__ndvi_min__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndvi_promedio__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,129
sat_basic_hist__sentinel_2__ndvi_promedio__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndvi_promedio__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,88
sat_basic_hist__sentinel_2__ndvi_promedio__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndvi_std__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,86
sat_basic_hist__sentinel_2__ndvi_std__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndvi_std__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,27
sat_basic_hist__sentinel_2__ndvi_std__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndwi_max__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,133
sat_basic_hist__sentinel_2__ndwi_max__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndwi_max__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,131
sat_basic_hist__sentinel_2__ndwi_max__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndwi_min__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,149
sat_basic_hist__sentinel_2__ndwi_min__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndwi_min__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,128
sat_basic_hist__sentinel_2__ndwi_min__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndwi_promedio__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,145
sat_basic_hist__sentinel_2__ndwi_promedio__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndwi_promedio__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,113
sat_basic_hist__sentinel_2__ndwi_promedio__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndwi_std__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,77
sat_basic_hist__sentinel_2__ndwi_std__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,196
sat_basic_hist__sentinel_2__ndwi_std__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,32
sat_basic_hist__sentinel_2__ndwi_std__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__savi_max__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,103
sat_basic_hist__sentinel_2__savi_max__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__savi_max__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,87
sat_basic_hist__sentinel_2__savi_max__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__savi_min__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,138
sat_basic_hist__sentinel_2__savi_min__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,196
sat_basic_hist__sentinel_2__savi_min__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,26
sat_basic_hist__sentinel_2__savi_min__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__savi_promedio__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,129
sat_basic_hist__sentinel_2__savi_promedio__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__savi_promedio__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,61
sat_basic_hist__sentinel_2__savi_promedio__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__savi_std__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,81
sat_basic_hist__sentinel_2__savi_std__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,196
sat_basic_hist__sentinel_2__savi_std__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,18
sat_basic_hist__sentinel_2__savi_std__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__srndi_max__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,118
sat_basic_hist__sentinel_2__srndi_max__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__srndi_max__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,155
sat_basic_hist__sentinel_2__srndi_max__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__srndi_min__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,132
sat_basic_hist__sentinel_2__srndi_min__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,196
sat_basic_hist__sentinel_2__srndi_min__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,156
sat_basic_hist__sentinel_2__srndi_min__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__srndi_promedio__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,115
sat_basic_hist__sentinel_2__srndi_promedio__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,196
sat_basic_hist__sentinel_2__srndi_promedio__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,156
sat_basic_hist__sentinel_2__srndi_promedio__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__srndi_std__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,100
sat_basic_hist__sentinel_2__srndi_std__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__srndi_std__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,35
sat_basic_hist__sentinel_2__srndi_std__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__sti_max__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,178
sat_basic_hist__sentinel_2__sti_max__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__sti_max__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,147
sat_basic_hist__sentinel_2__sti_max__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__sti_min__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,165
sat_basic_hist__sentinel_2__sti_min__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__sti_min__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,154
sat_basic_hist__sentinel_2__sti_min__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__sti_promedio__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,168
sat_basic_hist__sentinel_2__sti_promedio__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__sti_promedio__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,98
sat_basic_hist__sentinel_2__sti_promedio__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__sti_std__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,133
sat_basic_hist__sentinel_2__sti_std__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,195
sat_basic_hist__sentinel_2__sti_std__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,41
sat_basic_hist__sentinel_2__sti_std__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist_coverage__landsat__cloud_mean,basic,sat_basic,clean,Historical satellite capture/cloud/missingness coverage.,float64,True,0.0,197
sat_basic_hist_coverage__landsat__cloud_median,basic,sat_basic,clean,Historical satellite capture/cloud/missingness coverage.,float64,True,0.0,84
sat_basic_hist_coverage__landsat__n_dates,basic,sat_basic,clean,Historical satellite capture/cloud/missingness coverage.,int64,True,0.0,50
sat_basic_hist_coverage__landsat__n_records,basic,sat_basic,clean,Historical satellite capture/cloud/missingness coverage.,int64,True,0.0,50
sat_basic_hist_coverage__landsat__valid_fraction_mean,basic,sat_basic,clean,Historical satellite capture/cloud/missingness coverage.,float64,True,0.0,149
sat_basic_hist_coverage__sentinel_2__cloud_mean,basic,sat_basic,clean,Historical satellite capture/cloud/missingness coverage.,float64,True,0.0,197
sat_basic_hist_coverage__sentinel_2__cloud_median,basic,sat_basic,clean,Historical satellite capture/cloud/missingness coverage.,float64,True,0.0,112
sat_basic_hist_coverage__sentinel_2__n_dates,basic,sat_basic,clean,Historical satellite capture/cloud/missingness coverage.,int64,True,0.0,3
sat_basic_hist_coverage__sentinel_2__n_records,basic,sat_basic,clean,Historical satellite capture/cloud/missingness coverage.,int64,True,0.0,3
sat_basic_hist_coverage__sentinel_2__valid_fraction_mean,basic,sat_basic,clean,Historical satellite capture/cloud/missingness coverage.,float64,True,0.0,45
sat_basic_hist_monthly__landsat__vi6t_promedio__m04,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,191
sat_basic_hist_monthly__landsat__vi6t_promedio__m05,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,185
sat_basic_hist_monthly__landsat__vi6t_promedio__m06,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,188
sat_basic_hist_monthly__landsat__vi6t_promedio__m07,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,181
sat_basic_hist_monthly__landsat__vi6t_promedio__m08,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,170
sat_basic_hist_monthly__landsat__vi6t_promedio__m09,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,174
sat_basic_hist_monthly__landsat__vi6t_promedio__m10,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,184
sat_basic_hist_monthly__sentinel_2__crc_promedio__m04,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,196
sat_basic_hist_monthly__sentinel_2__crc_promedio__m05,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,196
sat_basic_hist_monthly__sentinel_2__crc_promedio__m06,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,195
sat_basic_hist_monthly__sentinel_2__crc_promedio__m07,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,193
sat_basic_hist_monthly__sentinel_2__crc_promedio__m08,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,193
sat_basic_hist_monthly__sentinel_2__crc_promedio__m09,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,194
sat_basic_hist_monthly__sentinel_2__crc_promedio__m10,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,194
sat_basic_hist_monthly__sentinel_2__dswi2_promedio__m04,basic,sat_basic,clean,Historical Apr-Oct monthly climatology of promedio satellite variables.,float64,True,0.0,196
