family,method,n_splits,n_predictions,rmse_mean,rmse_median,rmse_std,rmse_worst,pooled_rmse,pooled_mae,pooled_r2,method_family,kind,representation,distance_name,k,alpha,distance_power,regularization
target_matched,LocalRidge_C1_agronomic_Geo_k30_a30_p0p5,16,656,0.49567667374197233,0.48790602936802463,0.09214383048453391,0.6950085373891618,0.5036419313805648,0.3462611170154408,0.6432351786255995,local,local,C1_agronomic,Geo,30.0,30.0,0.5,
target_matched,GraphDirect_GeoAgro25_k12_lam1,16,656,0.49569874321177587,0.4840882827149622,0.09561618194600334,0.6959160608601997,0.5042700614562049,0.3387389514668122,0.6423447267270308,graph_direct,graph_direct,,GeoAgro25,12.0,,,1.0
target_matched,GraphDirect_GeoAgro25_k12_lam0p5,16,656,0.4957010800821461,0.48532864400661974,0.09478406792458731,0.6973865200783103,0.50412506296173,0.34322239330399984,0.6425503785166451,graph_direct,graph_direct,,GeoAgro25,12.0,,,0.5
target_matched,GraphDirect_GeoAgro25_k10_lam1,16,656,0.49571809663064104,0.4856302866824165,0.09507681359657379,0.6981830652364379,0.5041934715766888,0.3425804610000424,0.6424533617467876,graph_direct,graph_direct,,GeoAgro25,10.0,,,1.0
target_matched,GraphDirect_GeoAgro25_k10_lam4,16,656,0.4958777660373025,0.4826512537164622,0.09592448152863031,0.692887885603443,0.5045009126571515,0.3345787868221643,0.642017187757191,graph_direct,graph_direct,,GeoAgro25,10.0,,,4.0
target_matched,LocalRidge_C4_all_deterministic_GeoAgro50_k20_a300_p1,16,656,0.4959114417179457,0.4806138616258481,0.09002140728074745,0.691863588364166,0.5035131785117718,0.34352062775770636,0.6434175646421064,local,local,C4_all_deterministic,GeoAgro50,20.0,300.0,1.0,
target_matched,GraphDirect_GeoAgro25_k12_lam2,16,656,0.4960109638316721,0.48293123403872984,0.09600767676443901,0.6938408060566135,0.5046466666035482,0.33528726121816954,0.6418103102529815,graph_direct,graph_direct,,GeoAgro25,12.0,,,2.0
target_matched,GraphDirect_GeoAgro25_k12_lam0p25,16,656,0.4960442627890505,0.4865243244884103,0.09352015436863308,0.6979888560573654,0.5042413149618888,0.3479246610149128,0.6423855026644358,graph_direct,graph_direct,,GeoAgro25,12.0,,,0.25
target_matched,LocalRidge_C1_agronomic_GeoAgro50_k20_a300_p1,16,656,0.49605355373070426,0.47988554689448626,0.0901147368402206,0.692383658802703,0.5036687923153533,0.34402238876859265,0.6431971226514932,local,local,C1_agronomic,GeoAgro50,20.0,300.0,1.0,
target_matched,LocalRidge_C4_all_deterministic_GeoAgro50_k20_a30_p0p5,16,656,0.49622377735657686,0.484590600014968,0.09090343079448443,0.6962679423042492,0.5039692513795848,0.34663938869918126,0.6427713006181877,local,local,C4_all_deterministic,GeoAgro50,20.0,30.0,0.5,
target_matched,GraphDirect_GeoAgro25_k6_lam2,16,656,0.4962647600419607,0.48616443728977243,0.09286885520732512,0.6992269855880097,0.5043454146815494,0.35265967344177335,0.6422378296729652,graph_direct,graph_direct,,GeoAgro25,6.0,,,2.0
target_matched,GraphDirect_GeoAgro25_k10_lam8,16,656,0.49642939355865867,0.4818393000960459,0.09594301237144102,0.6906958089315353,0.505046421688633,0.3325088048801225,0.6412426066594855,graph_direct,graph_direct,,GeoAgro25,10.0,,,8.0
target_matched,LocalRidge_C4_all_deterministic_GeoAgro75_k20_a30_p0p5,16,656,0.49645899439697916,0.48631135596447084,0.09171355365350752,0.6992021561307781,0.5043383765352186,0.3466132261586937,0.6422478147540776,local,local,C4_all_deterministic,GeoAgro75,20.0,30.0,0.5,
target_matched,GraphDirect_GeoAgro25_k12_lam4,16,656,0.49649208878372464,0.48207099700391404,0.09606806413084565,0.6916348075477032,0.5051303298274206,0.3329506174578774,0.64112338923915,graph_direct,graph_direct,,GeoAgro25,12.0,,,4.0
target_matched,GraphDirect_GeoAgro25_k10_lam0p5,16,656,0.4965317431097671,0.487562847106651,0.09414093228477698,0.7008046689335353,0.5048290600305765,0.34809697307932025,0.6415513439081322,graph_direct,graph_direct,,GeoAgro25,10.0,,,0.5
target_matched,GraphDirect_GeoAgro50_k6_lam8,16,656,0.4965478545433045,0.4843705169968805,0.09444549951029133,0.6966313345394294,0.5048982345044374,0.3493103129059876,0.6414531039375647,graph_direct,graph_direct,,GeoAgro50,6.0,,,8.0
target_matched,LocalRidge_C1_agronomic_GeoAgro75_k24_a30_p0p5,16,656,0.4966106490836706,0.4829218781706798,0.09266321769400354,0.6996385932278005,0.5046503286456108,0.3454611360242044,0.6418051117227768,local,local,C1_agronomic,GeoAgro75,24.0,30.0,0.5,
target_matched,GraphDirect_GeoAgro50_k8_lam4,16,656,0.4967489056879557,0.48593769143983245,0.09531856345708109,0.6974421890194711,0.5052496927836602,0.34539805314442745,0.640953763177023,graph_direct,graph_direct,,GeoAgro50,8.0,,,4.0
