neighbor_scope,pair_type,query_id,neighbor_id,rank,n_series,pearson_mean,spearman_mean,best_lag_corr_mean,best_lag_median_months,dtw_mean
target_to_train,target_train,AGC_116,AGC_139,5,11,0.9291261826962599,0.8770935043230665,0.9620899903035404,0.0,0.21987213377028506
target_to_train,target_train,AGC_118,AGC_074,1,11,0.9838578487162057,0.9409090909090909,0.9838578487162057,0.0,0.14113628948815252
target_to_train,target_train,AGC_118,AGC_121,2,11,0.8656926541250531,0.7766233766233769,0.972617384409872,0.0,0.2710377634712433
target_to_train,target_train,AGC_118,AGC_148,3,11,0.8253205913927101,0.7634703696461794,0.9662851905765503,0.0,0.263365649409055
target_to_train,target_train,AGC_118,AGC_058,4,11,0.9455187660932606,0.8952176123297921,0.9620408369428987,0.0,0.2560033025587989
target_to_train,target_train,AGC_118,AGC_046,5,11,0.9125709045975512,0.8629870129870132,0.9575342269792042,0.0,0.2601997318814686
target_to_train,target_train,AGC_120,AGC_046,1,11,0.9815866849955697,0.9318181818181818,0.9815866849955697,0.0,0.12900377984240674
target_to_train,target_train,AGC_120,AGC_032,2,11,0.9694417224628034,0.9577922077922082,0.9694417224628034,0.0,0.18183442254681614
target_to_train,target_train,AGC_120,AGC_140,3,11,0.8892877922667138,0.8870129870129871,0.9667284845508068,0.0,0.19776107462263026
target_to_train,target_train,AGC_120,AGC_064,4,11,0.8934811932654061,0.9253246753246755,0.9659524028055203,0.0,0.21767126464184547
target_to_train,target_train,AGC_120,AGC_089,5,11,0.9105087315396113,0.8961038961038963,0.9622004567359107,0.0,0.15383326240493048
target_to_train,target_train,AGC_126,AGC_111,1,11,0.993094023417342,0.9829215061454682,0.993094023417342,0.0,0.08427154715823013
target_to_train,target_train,AGC_126,AGC_172,2,11,0.9909203020326544,0.9772727272727276,0.9909203020326544,0.0,0.10496914153808758
target_to_train,target_train,AGC_126,AGC_135,3,11,0.9896057827292405,0.9772727272727276,0.9896057827292405,0.0,0.09978995919536239
target_to_train,target_train,AGC_126,AGC_004,4,11,0.9423252026333078,0.9501601438656299,0.9799272938473482,0.0,0.16555005000496967
target_to_train,target_train,AGC_126,AGC_056,5,11,0.9793353101858103,0.9610389610389614,0.9793353101858103,0.0,0.14102834388182578
target_to_train,target_train,AGC_128,AGC_151,1,11,0.92260504812327,0.9090909090909093,0.9831418776390904,0.0,0.1807390795965314
target_to_train,target_train,AGC_128,AGC_059,2,11,0.9328637893413977,0.9305620924601878,0.9801390482143542,0.0,0.1895563324984041
target_to_train,target_train,AGC_128,AGC_051,3,11,0.9438238713891898,0.9155844155844157,0.9753504875252513,0.0,0.14476337762906122
target_to_train,target_train,AGC_128,AGC_106,4,11,0.867668426108751,0.8571428571428572,0.9720671274080164,0.0,0.218958859905724
target_to_train,target_train,AGC_128,AGC_104,5,11,0.8788329501767627,0.840909090909091,0.9679957522855183,0.0,0.20827260236198908
target_to_train,target_train,AGC_129,AGC_045,1,11,0.8818005868072633,0.8311688311688314,0.9847904424589026,0.0,0.19445769336996363
target_to_train,target_train,AGC_129,AGC_034,2,11,0.9744552621854576,0.9292207792207795,0.9744552621854576,0.0,0.1763087896226512
target_to_train,target_train,AGC_129,AGC_178,3,11,0.8662633230693814,0.8051948051948054,0.9698204776469502,0.0,0.2394044721336681
target_to_train,target_train,AGC_129,AGC_038,4,11,0.9621749042091262,0.8740818149261581,0.9621749042091262,0.0,0.1989890340014021
target_to_train,target_train,AGC_129,AGC_083,5,11,0.9143636012931278,0.8801051937199749,0.9551461267741036,0.0,0.22016291240298233
target_to_train,target_train,AGC_130,AGC_123,1,11,0.9514726969061527,0.9415584415584418,0.9803028909378614,0.0,0.13133971403363923
target_to_train,target_train,AGC_130,AGC_022,2,11,0.943635157194155,0.931818181818182,0.9772372381744102,0.0,0.19108269770794759
target_to_train,target_train,AGC_130,AGC_044,3,11,0.9733401270777555,0.9740259740259742,0.9733401270777555,0.0,0.18118735022378732
target_to_train,target_train,AGC_130,AGC_054,4,11,0.9391071947682661,0.9253246753246755,0.9729629379059737,0.0,0.1709922029839928
target_to_train,target_train,AGC_130,AGC_023,5,11,0.9193059889991716,0.8831168831168834,0.9707319501511328,0.0,0.16934024048980978
target_to_train,target_train,AGC_136,AGC_189,1,11,0.9624810000662166,0.9155844155844157,0.9624810000662166,0.0,0.19285225594643124
target_to_train,target_train,AGC_136,AGC_110,2,11,0.9595468912977018,0.892857142857143,0.9595468912977018,0.0,0.2330817205903031
target_to_train,target_train,AGC_136,AGC_008,3,11,0.9591651143323834,0.9772727272727274,0.9591651143323834,0.0,0.2214079389290631
target_to_train,target_train,AGC_136,AGC_104,4,11,0.9566457198868104,0.9090909090909093,0.9566457198868104,0.0,0.24098129336940174
target_to_train,target_train,AGC_136,AGC_077,5,11,0.8884537135893864,0.8603896103896106,0.9517755695730233,1.0,0.3395518746453728
target_to_train,target_train,AGC_142,AGC_026,1,11,0.9706042642284725,0.8376623376623379,0.9706042642284725,0.0,0.1653230951330669
target_to_train,target_train,AGC_142,AGC_049,2,11,0.8931626430589372,0.8863636363636366,0.9657059019087927,2.0,0.29093160947054775
target_to_train,target_train,AGC_142,AGC_141,3,11,0.8355071559820143,0.853896103896104,0.9643295852121643,2.0,0.42986825299295767
target_to_train,target_train,AGC_142,AGC_055,4,11,0.9520453510855852,0.8798701298701299,0.9620566848188642,0.0,0.18438730733029415
target_to_train,target_train,AGC_142,AGC_109,5,11,0.9590849913134787,0.931818181818182,0.9590849913134787,0.0,0.18699147037088293
target_to_train,target_train,AGC_143,AGC_189,1,11,0.9151059762070249,0.8993506493506495,0.977656026181829,0.0,0.2022059430080891
